permissions,date,recording location,notes,speakers,tape accession no,film titles
no form,10/4/1995,PFA,,Ilene Segalove,4000 01 2311,THE DECADE BETWEEN: AMERICAN VIDEO ART 1978-1988
yes,10/8/1995,PFA,,Peter Selz & Peter Schamoni,4000 01 2312,Max Ernst
yes,10/14/1995,PFA,,"Lupita Aquino-Kashiwahara, Mauro Feria Tumbocon, Digna Santiago",4000 01 2313,once a month
yes,10/14/1995,PFA,,Peter Schamoni,4000 01 2314,"who is the monster, you or me?max ernst"
no form,10/22/1995,PFA,,J. Hoberman,4000 01 2315,return of nathan beckeran appeal to the jews of the world
yes,10/24/1995,PFA,,Yann Beauvais,4000 01 2316,light cone: experimental film distribution in europe
yes,10/28/1995,PFA,,George Stoney,4000 01 2317,
yes,11/4/1995,PFA,,Barry GiffordDaniel Schmid,4000 01 2318,
no form,11/5/1995,PFA,,Russell Merritt,4000 01 2319,Before Caligari
no form,11/9/1995,PFA,,Daniel Schmid,4000 01 2320,
no form,11/12/1995,PFA,,Eric Rentschler,4000 01 2321,
yes,11/14/1995,PFA,,James Benning,4000 01 2322,deseret
yes,11/15/1995,PFA,,Tony Labat,4000 01 2323,
no form,11/18/1995,PFA,,Daniel Schmid,4000 01 2324,
yes,11/21/1995,PFA,,Bruce Conner,4000 01 2325,
no form,11/25/1995,PFA,,Daniel Schmid,4000 01 2326,
yes,12/5/1995,PFA,"(public: Keith Evans, Christian Farrell, Jeff Warrin are silt)","Keith Evans, Christian Farrell, Jeff Warrin, Janis Crystal Lipzin, Harun Farocki",4000 01 2327,serendipity
yes,1/16/1996,PFA,,Michael Friend,4000 01 2328,
yes,1/17/1996,PFA,,Michael Friend,4000 01 2329,
yes,1/19/1996,PFA,,Sheldon Renan,4000 01 2330,
yes,1/21/1996,PFA,,Marguerite Engberg,4000 01 2331,
yes,1/21/1996,PFA,,Norman Katz,4000 01 2332,
yes,1/28/1996,PFA,,Mark Sandberg,4000 01 2333,
no form,1/30/1996,PFA,,Eric Saks,4000 01 2334,
no form,2/1/1996,PFA,,Mark Sandberg,4000 01 2335,
yes,2/4/1996,PFA,,Spencer NakasakoSokly Ny,4000 01 2336,aka don bonus
yes,2/6/1996,PFA,,Michael Wallin,4000 01 2337,
yes,2/7/1996,PFA,,Maria Troy,4000 01 2338,
yes,2/12/1996,PFA,,Charles Burnett,4000 01 2339,
no form,2/11/1996,PFA,,Tom Gunning,4000 01 2340,Hamlet
yes,2/13/1996,PFA,,Birgit Hein,4000 01 2341,
no form,2/14/1996,PFA,,Maria Troy,4000 01 2342,
yes,2/21/1996,PFA,,Leslie Asako Gladsjo,4000 01 2343,
yes,2/26/1996,PFA,,Jean-Pierre Gorin,4000 01 2344,
yes,3/5/1996,PFA,,DeeDee Halleck,4000 01 2345,
yes,3/7/1996,PFA,,Patricia Zimmermann,4000 01 2346,
yes,3/8/1996,PFA,,Trinh T. Minh-Ha,4000 01 2347,
yes,3/11/1996,PFA,,Loni Ding,4000 01 2348,
no form,3/12/1996,PFA,,Laura Mulvey,4000 01 2349,
no form,3/12/1996,PFA,,Ruth Ozeki Lounsbury,4000 01 2350,
yes,3/15/1996,PFA,,Carma HintonRichard Gordon,4000 01 2351,
yes,3/16/1996,PFA,,Carma Hinton,4000 01 2352,
yes,3/17/1996,PFA,,Janet Bergstrom,4000 01 2353,
yes,3/18/1996,PFA,,David Williams,4000 01 2354,
yes,3/19/1996,PFA,,Lewis Klahr,4000 01 2355,
yes,3/20/1996,PFA,,Maria Zmarz-Koczanowicz,4000 01 2356,
yes,3/23/1996,PFA,,John Columbus,4000 01 2357,
yes,3/23/1996,PFA,,Kim Roberts,4000 01 2358,
yes,4/2/1996,PFA,,Charles LoftonKadet KuhneJim HubbardStuart Gaffney,4000 01 2359,9th New York Lesbian & gay film &video festival
yes,4/3/1996,PFA,,Stephen Vitiello,4000 01 2360,
yes,4/4/1996,PFA,,Iain Boal,4000 01 2361,
no form,4/8/1996,PFA,,Lisanne Skyler,4000 01 2362,
no form,4/9/1996,PFA,(public: Various artists) (3 Copies),,4000 01 2363,Cinema for the ear: audio art by film and video artistsSoundCulture 96
yes,4/11/1996,PFA,,Douglas Kahn,4000 01 2364,Ubiquitous Recording: Film Sound and Audio Arts to Mid-Century(2 copies)
no form,4/13/1996,PFA,,Ruth Weiss,4000 01 2365,
no form,4/13/1996,PFA,,Robert Gitt,4000 01 2366,
yes,4/14/1996,PFA,,Guido Fink,4000 01 2367,(tape 1)
yes,4/14/1996,PFA,,Guido Fink,4000 01 2368,(tape 2)
yes,4/16/1996,PFA,,Lynda Goode Bryant,4000 01 2369,
no form,4/18/1996,PFA,,Wu Di,4000 01 2370,
yes,4/21/1996,PFA,,Martin Sulik,4000 01 2371,
yes,4/21/1996,PFA,,Marek Pinowski,4000 01 2372,
yes,4/21/1996,PFA,,Laurent Chevallier,4000 01 2373,
yes,4/23/1996,PFA,,Michel Khleifi,4000 01 2374,
yes,4/25/1996,PFA,,Fernando PerezDaniel Diaz-Torres,4000 01 2375,
yes,4/27/1996,PFA,,Bel kacem Hadjadj,4000 01 2376,
yes,4/27/1996,PFA,,Paul Meyer,4000 01 2377,
yes,4/28/1996,PFA,,Randa Chahal Sabbag,4000 01 2378,
yes,4/29/1996,PFA,,Peter Bratt,4000 01 2379,
yes,4/30/1996,PFA,,Elise HurwitzDavid Sherman,4000 01 2380,
yes,4/30/1996,PFA,,Fred Kelemen,4000 01 2381,
yes,5/1/1996,PFA,,Malik Chibane,4000 01 2382,
yes,5/1/1996,PFA,,Werner PenzelNicolas Humbert,4000 01 2383,
no form,5/3/1996,PFA,,Ning Ying,4000 01 2384,On the beat
yes,5/4/1996,PFA,,Frauke Sandig,4000 01 2385,
yes,5/21/1996,PFA,,Jennifer Reeves,4000 01 2386,
yes,5/28/1996,PFA,,John Thompson,4000 01 2387,
yes,5/29/1996,PFA,,Michelle Handelman,4000 01 2388,
yes,6/4/1996,PFA,,Vivian Kleiman,4000 01 2389,
yes,6/5/1996,PFA,,Susan AbodMark PacholecJessica Yu,4000 01 2390,new works on disability
yes,6/12/1996,PFA,,Laura Kipnis,4000 01 2391,
yes,6/18/1996,PFA,,Robert TullisDeke Weaver,4000 01 2392,
yes,6/25/1996,PFA,,Steven StahlerSarah LewisonFlorence Dore,4000 01 2393,
yes,6/28/1996,PFA,"(public: score by Dennis James, Musica Curiosa Ensemble)",Dennis James,4000 01 2394,Man with a Movie Camera(Score)
partial,7/2/1996,PFA,,Joao Luiz Veira,4000 01 2395,
full,7/21/1996,PFA,,Andrew Griffin,4000 01 2396,
partial,7/23/1996,PFA,,Rachel Libert,4000 01 2397,
partial,7/25/1996,PFA,,Sue Yung Li,4000 01 2398,
full,7/28/1996,PFA,,Richard Hutson,4000 01 2399,
full,8/4/1996,PFA,,Anh Bui,4000 01 2400,
partial,8/10/1996,PFA,,Stanley Tucci,4000 01 2401,
partial,8/11/1996,PFA,,Carol Clover,4000 01 2402,
full,8/13/1996,PFA,,Larry Jacobs,4000 01 2403,
partial,8/16/1996,PFA,,Kyoko Hirano,4000 01 2404,
full,8/18/1996,PFA,,Russell Merritt,4000 01 2405,
full,8/20/1996,PFA,,Seymour Chatman,4000 01 2406,
no form,8/25/1996,PFA,,Marilyn Fabe,4000 01 2407,
partial,9/10/1996,PFA,,Valie Export,4000 01 2408,
full,9/11/1996,PFA,,Tula Asselanis,4000 01 2409,
partial,9/18/1996,PFA,,Stephen Beck,4000 01 2410,
partial,9/25/1996,PFA,,Bart Weiss,4000 01 2411,
full,10/5/1996,PFA,,Thom Andersen,4000 01 2412,Red Hollywood
partial,10/8/1996,PFA,,Jack Walsh,4000 01 2413,
full,10/9/1996,PFA,,Laurence ArcadiasMike CachuelaCameron Noble,4000 01 2414,low res festival
no form,10/11/1996,PFA,,Mark Cantor,4000 01 2415,
full,10/15/1996,PFA,,Zoe Beloff,4000 01 2416,A Trip to the Land of KnowledgeBeyond
partial,10/16/1996,PFA,,Teddy Dibble,4000 01 2417,
full,10/17/1996,PFA,,Michael Rogin,4000 01 2418,"Red HollywoodCry, the beloved country"
full,10/18/1996,PFA,,Abraham Polonsky,4000 01 2419,Force of Evil
partial,10/19/1996,PFA,,Norma Barzman,4000 01 2420,
partial,10/22/1996,PFA,,Greta Snider,4000 01 2421,
full,10/24/1996,PFA,,Karen Morley,4000 01 2422,
partial,10/25/1996,PFA,,Paul Jarrico,4000 01 2423,
no form,10/29/1996,PFA,,Nathaniel Dorsky,4000 01 2424,
full,11/6/1996,PFA,,Jane Cottis,4000 01 2425,
partial,11/10/1996,PFA,,Kate Kline May,4000 01 2426,
partial,11/11/1996,PFA,,Mandy JacobsonKarmen JelincicJadranka CigeljNusreta Sivac,4000 01 2427,Calling the Ghosts
full,11/12/1996,PFA,,Fred Camper,4000 01 2428,
partial,11/13/1996,PFA,,"Dan Bond, Greg Durbin, Luis Valdovino",4000 01 2429,
partial,11/14/1996,PFA,,Jan Krawitz,4000 01 2430,
partial,11/18/1996,PFA,,Marlon Fuentes,4000 01 2431,
partial,11/19/1996,PFA,,Leighton Pierce,4000 01 2432,
no form,11/24/1996,PFA,,Anthony Slide,4000 01 2433,
partial,12/1/1996,PFA,,Veronica Selver,4000 01 2434,
no form,12/3/1996,PFA,,Henry HillsChana PollackTim Wilkins,4000 01 2435,
full,12/6/1996,PFA,,Vivienne Dick,4000 01 2436,
full,1/21/1997,PFA,,Sami Alkassim,4000 01 2437,
partial,1/26/1997,PFA,,Elia Suleiman,4000 01 2438,Chronicle of a Disappearance
partial,2/1/1997,PFA,,Nacer Khemir,4000 01 2439,Navigators of the Desert
partial,2/2/1997,PFA,,Nacer Khemir,4000 01 2440,Dispersed by Time
partial,2/2/1997,PFA,,Sabina Khemir,4000 01 2441,Dispersed by Time
partial,2/7/1997,PFA,,Magda Wassef,4000 01 2442,Cheb
partial,2/9/1997,PFA,,Lynn Hamrick,4000 01 2443,Chess Kids
partial,2/18/1997,PFA,,Abigail Child,4000 01 2444,b/side
full,2/19/1997,PFA,,Kelley Baker,4000 01 2445,I’m Only Happy When It Rains
no form,2/23/1997,PFA,,Barry Gifford,4000 01 2446,Lost Highway
full,2/25/1997,PFA,,Richard Myers,4000 01 2447,Monstershow
no form,3/2/1997,PFA,,Jon Jang,4000 01 2448,Arsenal (accompaniment)-tape 1
no form,3/2/1997,PFA,,Jon Jang,4000 01 2449,Arsenal (accompaniment)-tape 2
no form,3/2/1997,PFA,,Jon Jang,4000 01 2450,Arsenal (Q&A)
full,3/5/1997,PFA,,Sherry Millner,4000 01 2451,"Unruly fan, unruly artist"
partial,3/6/1997,PFA,,Alan Sekula,4000 01 2452,Men of the Port
partial,3/10/1997,PFA,,Celine Parrenas,4000 01 2453,"Dollar a Day, Ten Cents a Dance"
full,3/11/1997,PFA,,Shelly Silver,4000 01 2454,37 Stories About Leaving HomePrivate Wars
full,3/19/1997,PFA,,Cecilia ConditKathleen Woodward,4000 01 2455,Fairy Tales of Aging
,3/15/1983,PFA,,Michael SnowHenry Kaiser,4000 01 601,CONCERT
,5/1/1986,PFA,,Masahiro Shinoda,4000 01 793,Gonza the Separman
,3/2/1981,PFA,,Enno Patalas,4000 01 429A,SIEGFRIED
partial,4/1/1997,PFA,,Pat O’Neill,4000 01 2456,Trouble in the Image
full,4/2/1997,PFA,,Akira Mizuta Lippitt,4000 01 2457,Phenomenologies of the Surface
full,4/8/1997,PFA,,Su Friedrich,4000 01 2458,Hide and Seek
partial,4/15/1997,PFA,,Yvonne Rainer,4000 01 2459,MURDER and murder
full,4/22/1997,PFA,,Hartmut Bitomsky,4000 01 2460,Images of Germany
partial,4/26/1997,PFA,,Thierry Michel,4000 01 2461,
partial,4/27/1997,PFA,,Werner Schroeter,4000 01 2462,Love’s Debris
full,4/27/1997,PFA,,Gustavo Mosquera,4000 01 2463,Moebius
partial,4/30/1997,PFA,,Bia LessaDany Roland,4000 01 2464,Believe Me
no form,5/1/1997,PFA,,Francesco Rosi,4000 01 2465,
no form,5/1/1997,PFA,,Francesco Rosi,4000 01 2466,
full,5/1/1997,PFA,,Werner Schweizer,4000 01 2467,Noel Field -- The Fictitious Spy
partial,5/3/1997,PFA,,Raul Ruiz,4000 01 2468,Genealogies of a Crime
partial,5/3/1997,PFA,,Jan Svankmajer,4000 01 2469,Conspirators of Pleasure
full,5/4/1997,PFA,,Ulrike Ottinger,4000 01 2470,Exile Shanghai
partial ,5/4/1997,PFA,,Moussa Sene Absa,4000 01 2471,Tableau Ferraille
full,5/4/1997,PFA,,Jose Araujo,4000 01 2472,Landscapes of Memory
full,5/5/1997,PFA,,Ira Sachs,4000 01 2473,The Delta
partial,5/5/1997,PFA,,Dusan Hanak,4000 01 2474,Paper Heads
no form,5/6/1997,PFA,,Alan Berliner,4000 01 2475,Nobody’s Business
full,5/6/1997,PFA,,Kerry LaitalaTimoleon WilkinsGreta SniderDominic Angerame,4000 01 2476,Phantom Cinema
partial,5/7/1997,PFA,,Isaac JulienJoby FanonFanotte Fanon,4000 01 2477,"Frantz Fanon: Black Skin, White Mask"
full,5/11/1997,PFA,,Ralph JohnsonLloyd Dunn,4000 01 2478,Public Works
partial,5/27/1997,PFA,,Owen Land,4000 01 2479,"Jokes, Absurdities, and Paradoxes: the Wit of Owen Land"
partial                                                                                                                                                                                                                                                                                   ,6/6/1997,PFA,,Stephen Frears,4000 01 2480,One Fine Day
partial,6/7/1997,PFA,,Stephen Frears,4000 01 2481,"Me, I’m Afraid of Virginia Woolf"
no form,,PFA,No tape was made; see Verboten file for text of talk,Russell Merritt,NO TAPE,Early Cinema and the Realms of Enchantment
full,6/8/1997,PFA,,Russell Merritt,4000 01 2482,Sinbad in the Dark
full,6/12/1997,PFA,,Russell Merritt,4000 01 2483,Fairbanks and Arabian Nights
full,6/19/1997,PFA,,Russell Merritt,4000 01 2484,The Realm of Enchantment: Invisible Cities and Neorealist Fantasy
full,6/22/1997,PFA,,Russell Merritt,4000 01 2485,The Realm of Enchantment: Updating Mother Goose
partial,6/24/1997,PFA,,Mark Becker,4000 01 2486,Thomas Edison Black Maria Film & Video Festival
full,6/26/1997,PFA,,Russell Merritt,4000 01 2487,Dreamchild
no form,7/16/1997,PFA,,Ken Fuhrman,4000 01 2488,Hot Rod
partial,7/22/1997,PFA,,John Canemaker,4000 01 2489,Before the Animation Begins
full,8/19/1997,PFA,,John Kirk,4000 01 2490,Kiss me Deadly
partial,8/26/1997,PFA,,Eric Smoodin,4000 01 2491,"Pre-War Disney: Entertainment, Politics, and Propaganda"
partial,9/10/1997,PFA,,Torsten Zenas BurnsAnthony Discenza,4000 01 2492,Gesture Incorporated
partial,9/16/1997,PFA,,Ernie Gehr,4000 01 2493,For Daniel
partial,9/17/1997,PFA,,John Muse,4000 01 2494,Nomads at the Door
full,9/21/1997,PFA,,George Yoshida,4000 01 2495,Whispering Sidewalks
full,9/23/1997,PFA,,William Jones,4000 01 2496,Finished
partial,9/24/1997,PFA,,Jeanne C. FinleyJohn Muse,4000 01 2497,O night without objects
full,9/30/1997,PFA,,Jenny Tartaglia,4000 01 2498,Preserving Jack Smith’s films: No President
full,10/1/1997,PFA,,Valerie Soe,4000 01 2499,Beyond Asiaphilia
no form,10/2/1997,PFA,,Wojciech Has,4000 01 2500,Saragossa Manuscript
no form,10/3/1997,PFA,,Wojciech Has,4000 01 2501,"Noose, the / Farewells"
partial,10/7/1997,PFA,,Robert Beavers,4000 01 2502,"Du sang, de le volupte et de la mort / Markopoulos"
full,10/8/1997,PFA,,Mike DavisDavid ReidKerwin Lee Klein,4000 01 2503,Dark Raptures of Mike Davis’ L. A.Tape One
full,10/8/1997,PFA,,Mike DavisDavid ReidKerwin Lee Klein,4000 01 2504,Dark Raptures of Mike Davis’ L. A.Tape Two
no form,10/14/1997,PFA,,Lynne Sachs,4000 01 2505,"CreosoteBiography of Lilith, A"
full,10/22/1997,PFA,,Debra Zimmerman,4000 01 2506,Ever Shot Anyone?
full,10/29/1997,PFA,,Barbara Hammer,4000 01 2507,Tender Fictions
full,11/4/1997,PFA,,Richard Lerman,4000 01 2508,"Sound art of Richard Lerman, the"
partial,11/11/1997,PFA,,Deborah StratmanSharon Lockhart,4000 01 2509,Imaginative spaces
none,11/18/1997,PFA,,Daniel Eisenberg,4000 01 2510,Persistence
partial,11/20/1997,PFA,,Bill Morrison,4000 01 2511,"Film of her, the"
none,11/24/1997,PFA,,Michelle Valladares,4000 01 2512,Landscapes of memory
partial,12/2/1997,PFA,,Paul Alexander Juutilainen,4000 01 2513,Herbert’s Hippopotamus: A story about revolution in paradise
full,12/3/1997,PFA,,Anne McguireKia SimonJon Moritsuga,4000 01 2514,Shooting stars: Celebrity impersonationsFame whore
no form,12/5/1997,PFA,,Alberto SordiAlbert Johnson,4000 01 2515,Scientific CardplayerWelcome Sordi
no form,1/20/1998,PFA,"(Public: Letterists, The:Council of the french section of the international front of supercapitalist youth)",,4000 01 2516,Always at the avant-garde of the avant-garde until paradise and beyond: The Letterists
no form,1/22/1998,PFA,,Anne Nesbet,4000 01 2517,Strike
full,1/24/1998,PFA,,Karl F. Cohen,4000 01 2518,Forbidden Animation
no form,1/25/1998,PFA,,Anne Nesbet,4000 01 2519,Battleship Potemkin
full,2/1/1998,PFA,,William Wegman,4000 01 2520,"Afternoon with William Wegman, An:Mother GooseHardly Boys in Hardly Gold"
no form,2/1/1998,PFA,,Anne Nesbet,4000 01 2521,October
no form,2/2/1998,PFA,,Albert Johnson,4000 01 2522,Emperor Jones
no form,2/8/1998,PFA,,Anne Nesbet,4000 01 2523,General LineAlexander Nevsky
partial,2/9/1998,PFA,,Deborah KaufmanBari ScottAlan Snitow,4000 01 2524,Blacks and Jews
full,2/10/1998,PFA,,Yann Beauvais,4000 01 2525,From private to public
none,2/15/1998,PFA,,Anne Nesbet,4000 01 2526,Ivan the terrible
full,2/17/1998,PFA,,Alice Ann Parker,4000 01 2527,Evening with Alice Ann Parker
no form,2/22/1998,PFA,,Anne Nesbet,4000 01 2528,Que Viva Mexico
partial,2/25/1998,PFA,,Jem Cohen,4000 01 2529,Lost book found
no form,3/3/1998,PFA,,Janet MartinezHima BEliza BarriosLara MirandaSienne McleanNicole AtkinsonAnita Chang,4000 01 2530,Omnivisions
no form,3/4/1998,PFA,,Steve Fagin,4000 01 2531,Tropicola
no form,3/5/1998,PFA,(public:  Zhang Ci  a.k.a. May May),Zhang Ci,4000 01 2532,Bumming in Beijing
full,3/8/1998,PFA,,Berenice Reynaud,4000 01 2533,Out of Phoenix Bridge
partial,3/9/1998,PFA,,Spencer NakasakoKelly SaeteurnTony Saelio,4000 01 2534,Kelly loves Tony
full,3/10/1998,PFA,,Karen Ishizuka,4000 01 2535,Something strong within
partial,3/11/1998,PFA,,Orville Schell,4000 01 2536,No. 16 Barkhor Street
full,3/17/1998,PFA,,Gary AdlesteinJerry Orr,4000 01 2537,"Films of Gary Adlestein and Jerry Orr, The"
partial,3/28/1998,PFA,,Edward Yang,4000 01 2538,"Confucian Confusion, A"
full,3/31/1998,PFA,,Heinz Emigholz,4000 01 2539,"Holy bunch, TheBasis of make-up"
full,4/7/1998,PFA,,Jesse LernerXimena Cuevas,4000 01 2540,Mexperimental Cinema
no form,4/13/1998,PFA,,Henri Morris,4000 01 2541,Follow me home
full,4/14/1998,PFA,,Jesse Lerner,4000 01 2542,Mexperimental Cinema
full,4/21/1998,PFA,,Jesse LernerRita Gonzalez,4000 01 2543,Mexperimental Cinema
no form,4/24/1998,PFA,Pedro Costa (side a)Christopher Nolan (side b),Pedro CostaChristopher Nolan,4000 01 2544,OssosFollowing
no form,4/25/1998,PFA,,David WilliamsNina Dickens,4000 01 2545,Thirteen
no form,4/25/1998,PFA,,Yamina Chouikh,4000 01 2546,Ark of the desert
no form,4/26/1998,PFA,,Johan GrimonprezDavid Janssen,4000 01 2547,Dial H-I-S-T-O-R-YBig day off
full,4/26/1998,PFA,,Don Mcglynn,4000 01 2548,Charles Mingus: Triumph of the underdog
partial,4/26/1998,PFA,,Ulrike Koch,4000 01 2549,Saltmen of Tibet
partial,4/27/1998,PFA,,Jon Gartenberg,4000 01 2550,Future for the past: Warren Sonbert tribute
no form,4/27/1998,PFA,,Eugene Martin,4000 01 2551,Edge city
no form,4/28/1998,PFA,,Kerry LaitalaPablo de Ocampo,4000 01 2552,Pandora’s screens: RetrospectroscopeSewn
no form,4/28/1998,PFA,,Péter Forgács,4000 01 2553,Free Fall: Private Hungary #10
no form,4/29/1998,PFA,,Georgi Khaindrava,4000 01 2554,Graveyard of dreams
no form,4/30/1998,PFA,,Lidia Bobrova,4000 01 2555,In that land
no form,4/30/1998,PFA,,Ademir Kenovic,4000 01 2556,Perfect circle
no form,5/1/1998,PFA,,Vicky FunariPaulina Cruz SuarezJennifer Mayterena Taylor,4000 01 2557,Paulina
no form,5/2/1998,PFA,,Ron Havilio,4000 01 2558,Fragments of Jerusalem
no form,5/2/1998,PFA,,Lee Chang-Dong,4000 01 2559,Green Fish
no form,5/3/1998,PFA,,Robert Frank,4000 01 2560,Me and my brother
no form,5/3/1998,PFA,,Johan van der Keuken,4000 01 2561,Amsterdam global village
no form,5/4/1998,PFA,,Christopher Ruggia,4000 01 2562,Kid from Chaaba
no form,5/4/1998,PFA,,Rafi Pitts,4000 01 2563,Season five
no form,5/5/1998,PFA,,Lee Kang-Sheng,4000 01 2564,Murmur of youthSweet degeneration
no form,5/6/1998,PFA,,Fatima Jebli OuazzaniDima El-Horr,4000 01 2565,In my father’s houseThe street
no form,4/5/1998,PFA,,Jo Menell,4000 01 2566,"Mandela: Son of Africa, Father of a Nation"
no form,5/14/1998,PFA,,Doug Foster,4000 01 2567,Premieres from UCB’s Journalism Department
no form,5/26/1998,PFA,,Patrick Friel,4000 01 2568,Central Region: Recent experimental films from Chicago
no form,5/20/1998,PFA,,Amanda Richeli,4000 01 2569,Just for the ride
no form,6/9/1998,PFA,,Jennifer Paige,4000 01 2570,Forever yours: Short works
no form,6/16/1998,PFA,,Andy Abrahams Wilson,4000 01 2571,Family domains: Short works
partial,6/17/1998,PFA,,Chiori Santiago,4000 01 2572,Loners on wheels
no form,6/23/1998,PFA,,Mark BeckerJoell HallowellJacalyn White,4000 01 2573,"Good wife of Tokyo, and other films"
no form,6/30/1998,PFA,,Stephen Kent Jusick,4000 01 2574,"Touch me, feel me, see me: Experimental shorts from MIX ‘96"
full,7/12/1998,PFA,,Russell Merritt,4000 01 2575,Salome
partial,7/31/1998,PFA,,Amy Holberg,4000 01 2576,Mildred Pierce
full,7/21/1998,PFA,,Scott Macdonald,4000 01 2577,Films of Jordan Belson
no form,8/6/1998,PFA,,Howard Dratch,4000 01 2578,On company business
no form,8/9/1998,PFA,,Amy Holberg,4000 01 2579,Last year at Marienbad
full,7/17/1998,PFA,,Russell Merritt,4000 01 2580,Morocco
partial,8/20/1998,PFA,,Eugene Rosow,4000 01 2581,San Francisco Good Times
partial,8/30/1998,PFA,,Amy Holberg,4000 01 2582,Blow-Up
full,9/8/1998,PFA,,Dominic Angerame,4000 01 2583,City Symphony: Works by Dominic Angerame
no form,9/10/1998,PFA,,Susumu HaniDonald Richie,4000 01 2584,Bad BoysChildren who draw
no form,9/12/1998,PFA,,Donald Richie,4000 01 2585,Children hand in handChildren in the classroomInferno of First Love
full,9/22/1998,PFA,,Steve Anker,4000 01 2586,Big as Life: A history of American 8mm film
full,9/25/1998,PFA,,Cornelius Moore,4000 01 2587,Blue eyes of Yonta: California Newsreel
no form,9/29/1998,PFA,,Harun Farocki,4000 01 2588,What Farocki TaughtInextinguishable fire
no form,10/6/1998,PFA,,Eric LinClinton BagwellSamara HalperinYoriko WashiyamaAlesandra DubinAdria PickettJennifer WallisLiz AllbeeKhrystene CharlesBilly CalienteMary Jane Tapalla,4000 01 2589,Alternative Requirements: Works from bay area film schools
full,10/13/1998,PFA,,James Benning,4000 01 2590,Four corners
no form,10/20/1998,PFA,,Harun Farocki,4000 01 2591,StillifeInterface
partial,10/24/1998,PFA,,Gyula Gazdag,4000 01 2592,Whistling Cobblestones
no form,10/27/1998,PFA,,Abraham Ravett,4000 01 2593,Forgotten Tenor
no form,2/28/1998,PFA,,Robert WiseAlbert Johnson,4000 01 2594,Tribute to Robert Wisepart one
no form,2/28/1998,PFA,,Robert WiseAlbert Johnson,4000 01 2595,Tribute to Robert Wisepart two
no form,4/15/1998,PFA,,Chris Robbins,4000 01 2596,"I, Object"
partial,9/9/1998,PFA,,Tran T. Kim-Trang,4000 01 2597,Seeing and Unseeing: The video works of Tran T. Kim-Trang
,,PFA,,,4000 01 ,
no form,3/2/1981,PFA,,Enno Patalas,4000 01 427,Siegfriedpart two
no form,3/2/1981,PFA,,Enno Patalas,4000 01 428,Siegfriedpart three
no form,4/1/1981,PFA,"(public: Albert Johnson, host)",Niven BuschAlbert Johnson,4000 01 435,Pursued: An evening with Niven Buschpart two
no form,9/18/1984,PFA,,Michael Rogin,4000 01 688,Presidents on film:King’s rowMillhouse: A White comedy
no form,10/11/1984,PFA,,Wolfgang Ruf,4000 01 689,Films from the International Short Film Festival Oberhausen
no form,10/16/1984,PFA,,Calogero Salvo,4000 01 690,Juan Felix SanchezLa Guajira
no form,1/27/1985,PFA,,Robert Gitt,4000 01 691,Animal Kingdom
no form,2/1/1985,PFA,,Andre de TothAnthony Slide,4000 01 692,Dark WatersTribute to Andre de Toth
no form,2/2/1985,PFA,,Anthony SlideAndre de Toth,4000 01 693,Tribute to Andre de TothPitfallMonkey on my back
no form,2/3/1985,PFA,,Anthony Slide,4000 01 694,British Musicals of the ThirtiesLooking on the bright side
no form,2/5/1985,PFA,,Bruce ConnerTom LuddyRG DavisPeter Gessner,4000 01 695A,The Sixties
no form,2/5/1985,PFA,,Bruce ConnerTom LuddyR.G. DavisPeter Gessner,4000 01 695B,The Sixties
no form,2/12/1985,PFA,(public: Osha Neumann a.k.a. Tom Neumann),Osha NeumannPaul KrassnerPeter Gessner,4000 01 696A,The Sixties:Magic Thinking
,,,,,,
no form,2/10/1985,PFA,,Jean-Pierre Gorin,4000 01 697,Club Night
no form,2/19/1985,PFA,,Arlene GoldbardAnne WeillsDavid WellmanRonnie Davis,4000 01 698A,The Sixties: Catch-all time capsule
no form,2/19/1985,PFA,,Arlene GoldbardAnne WeillsDavid WellmanRonnie Davis,4000 01 698B,The Sixties: Catch-all time capsulepart two
no form,2/20/1985,PFA,,Stephen Peet,4000 01 699A,Yesterday’s witness: The great sit-down Burston School Strike
no form,2/20/1985,PFA,,Stephen Peet,4000 01 699B,Yesterday’s witness: The great sit-down Burston School Strike
no form,2/26/1985,PFA,,R.G. DavisPeter GessnerJean-Pierre Gorin Todd Gitlin,4000 01 700A,The Sixties:Fiction and the aftermath
no form,2/26/1985,PFA,,R.G. DavisPeter GessnerJean-Pierre Gorin Todd Gitlin,4000 01 700B,The Sixties:Fiction and the aftermath
no form,3/2/1985,PFA,,Dan Einstein,4000 01 701,Television before 1950
no form,3/4/1985,PFA,,Barbara Christian,4000 01 702,Journey across three continents:IllusionsBlack Girl
,,PFA,,,4000 01 ,
no form,3/6/1985,PFA,,Albert Johnson,4000 01 703,Borom SarretBaara
no form,3/8/1985,PFA,,Vojtech Jasny,4000 01 704A,All my good countrymenThe Return
no form,3/8/1985,PFA,(public: Part two),Vojtech Jasny,4000 01 704B,All my good countrymenThe Return
no form,3/10/1985,PFA,,Michael Friend,4000 01 705,Hearst Newsreels
no form,3/12/1985,PFA,,Vincent Grenier,4000 01 706,Four films by Vincent Grenier
no form,3/13/1985,PFA,,Semere Haile,4000 01 707,Journey across three continents:PokoSey Seyeti
no form,3/18/1985,PFA,,Larry Clark,4000 01 708,Ashes and embers
no form,3/20/1985,PFA,,Mani Kaul,4000 01 709,Mechanical ManFilms of Ritwik Ghatak
